Book;Page;Unique Slug;Store;Name;Members;Description;SlugScript;"For Normal item -> SUBSTITUE(MINUSCULE(CONCATENER(A2;"" "";E2));"" "";""-"")
Sometimes it can happen to get two items with the same slug, just add ""-1""
For Weapon fusion we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-fusion-"";E2));"" "";""-"")
For Armor upgrade we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-armor-upgrade-"";E2));"" "";""-"")"
CR;190;cr-swoop-hammer;Weapon;Swoop Hammer;Advanced, Mach I, Mach II, Mach III, Tactical;The combat head of a swoop hammer is affixed to an elongated haft. The extra reach of the haft allows for a greater swinging arc and accelerated damage.;cr-swoop-hammer;
CR;190;cr-taclash;Weapon;Taclash;Numbing, Standard;A tactical lash, or taclash as it is commonly called, is a length of nylon cord reinforced with carbon fibers. Taclashes were originally used by military organizations as a form of crowd control, and explorers and mercenaries came to appreciate the utility of the weapon. When a numbing taclash connects, a low electrical shock transmits through the lash. The shock is too mild to deal damage, but it can stun the target.;cr-taclash;
CR;202;cr-thinplate;Armor;Thinplate;;Devised by androids, thinplate is a dense polyethylene layer that looks lightweight while providing significant protection. This type of heavy armor is thin enough to be worn under loose outfits, but the rigid polyethylene restricts movement and slows the wearer. Thinplate can be molded into a variety of styles, though a simple breastplate plus limb guards is the most common form.;cr-thinplate;
CR;195;cr-fusion-thundering;WeaponFusion;THUNDERING;;The thundering fusion imbues a weapon with heightened frequency vibrations. Half the weapon’s damage type is replaced with sonic damage. You can activate or deactivate the thundering fusion as a swift action. If the weapon already deals two types of damage, replace one of them with sonic (you decide which damage type to replace each time you activate the thundering fusion). You can add this fusion only to a weapon that does not already deal sonic damage. This fusion never causes a weapon that normally target KAC to target EAC.;cr-fusion-thundering;
CR;195;cr-fusion-trailblazer;WeaponFusion;TRAILBLAZER;;"A weapon with the trailblazer fusion manages to alter the nature of its attacks to overcome the penalties of some natural environmental effects. Its attacks ignore the cover provided by bogs and the cover creatures submerged at least chest deep in water receive from attacks made from the surface. Fire damage dealt by the weapon to underwater targets does half normal damage (rather than the normal one-quarter), and other attacks made underwater deal full damage (rather than the normal half damage).
Additionally, ranged attack rolls with the weapon don’t take a penalty due to the effects of storms, strong and severe winds, or windstorms. It can even be used to make ranged attacks in severe storms as if they were typical storms and in hurricane- force winds as if they were strong winds.
See Biomes on page 396 for more information on environments that impose attack penalties, and see Underwater Combat on page 405 for rules on attacking submerged targets.
";cr-fusion-trailblazer;
CR;190;cr-unarmed-strike;Weapon;Unarmed Strike;;An unarmed strike can be dealt with any limb or appendage. Unarmed strikes deal nonlethal damage, and the damage from an unarmed strike is considered weapon damage for the purposes of effects that give you a bonus to weapon damage rolls.;cr-unarmed-strike;
CR;195;cr-fusion-unholy;WeaponFusion;UNHOLY;;The unholy fusion imbues a weapon with divine energy from an evil deity. Any attacks with the fused weapon are evil-aligned. Damage from the weapon overcomes DR/evil and ignores the energy resistance of good dragons and good outsiders. The unholy fusion can’t be added to weapons that have the holy fusion.;cr-fusion-unholy;
CR;195;cr-fusion-venomous;WeaponFusion;VENOMOUS;;A weapon with the venomous fusion gains the injection weapon special property (see page 181). Only a single attack each day may benefit from this property, and you must announce before making an attack that it is an injection attack. Regardless of how many targets you can hit with a single attack from your weapon, only a single target of your choice is exposed to the drug, medicinal, or poison when you use the injection property in an attack. Only weapons that deal piercing or slashing damage can benefit from this fusion.;cr-fusion-venomous;
CR;202;cr-vesk-monolith;Armor;Vesk Monolith;I–III;The ultimate battle gear, pioneered by the vesk, these suits of heavy armor have a dappled polycarbonate shell that resembles stone in texture. A monolith suit looks like a massive articulated golem formed of stone plates. Despite its size, monolith armor moves easily thanks to its power-assisted joints. Sigils and personal emblems can be “chiseled” on the breastplate or shoulder guards of a monolith suit to signal the wearer’s allegiance.;cr-vesk-monolith;
CR;202;cr-vesk-overplate;Armor;Vesk Overplate;I–V;These utilitarian suits of heavy armor reflect the brute strength of their inventors. Overplate makes no concession to comfort. Instead, each polycarbonate suit is solid, dense, and often unadorned, though the high-quality craftsmanship of each suit is apparent. Overplate has a reputation for withstanding any sort of trauma, thanks to its coating of thermoplastic resin.;cr-vesk-overplate;
CR;202;cr-vitrum-plate;Armor;Vitrum Plate;;Made of transparent polyethylene, vitrum plate resembles a suit of carved crystal. Though the material is hard as metal, it shimmers and refracts light like glass. The difficulty of compressing polyethylene to preserve its lightness while affording such protection makes this type of heavy armor expensive.;cr-vitrum-plate;
CR;202;cr-voidshield-armor;Armor;Voidshield Armor;;Constructed from interlocking carbon nanotubes, voidshield armor is a matte black and remarkably thin. Android armorsmiths were the first to develop this heavy armor, and most suits bear a mechanical, robotic design. Voidshield armor sets are suitable for many upgrades and are popular among experienced explorers.;cr-voidshield-armor;
CR;195;cr-fusion-vorpal;WeaponFusion;VORPAL;;With the vorpal fusion, a weapon can tear between the molecules of a creature. The weapon gains the severe wound critical hit effect (see page 182). If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon’s normal critical hit effect or the severe wound effect. Only a weapon that deals bludgeoning, piercing, or slashing damage can benefit from this fusion.;cr-fusion-vorpal;
CR;186;cr-w-boson-crystal;Weapon;W-boson Crystal;Greater, Lesser, Minor, Standard, True;W-boson crystals amplify the sheer amount of damage a weapon deals.;cr-w-boson-crystal;
CR;195;cr-fusion-wounding;WeaponFusion;WOUNDING;;The wounding fusion causes a weapon to deal exceptionally traumatic damage. The weapon gains the wound critical hit effect (see page 182). If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon’s normal critical hit effect or the wound effect.;cr-fusion-wounding;
CR;186;cr-x-gen-gun;Weapon;X-Gen Gun;Advanced, Elite, Paragon, Tactical;X-gen guns are named for their external generator—a power pack that drives the automatic feed of the weapon. They are common on fortified bases and in large armed encampments.;cr-x-gen-gun;
CR;202;cr-ysoki-refractor-suit;Armor;Ysoki Refractor Suit;;The innovative ysoki created this reinforced jumpsuit layered with energy-reflective foil. This light armor is undeniably noticeable, but it also protects against energy attacks with the same efficacy as it does kinetic attacks. Ysoki refractor suits are popular among all races now and can be tinted in different metallic shades.;cr-ysoki-refractor-suit;
CR;183;cr-zero-cannon;Weapon;Zero Cannon;Advanced, Elite, Tactical;Zero cannons project a freezing line straight out from a generator, affecting any targets within the line. A pair of tanks in the cannon’s heavy stock contain chemical coolants that produce a violent endothermic reaction when mixed in the insulated barrel.;cr-zero-cannon;
CR;183;cr-zero-pistol;Weapon;Zero Pistol;Avalanche-Class, Blizzard-Class, Frostbite- Class, Hailstorm-Class;Zero pistols have a weighted grip to balance their unusually heavy barrels. A cylindrical canister over the barrel contains and directs the coolants.;cr-zero-pistol;
CR;183;cr-zero-rifle;Weapon;Zero Rifle;Avalanche-Class, Blizzard-Class, Frostbite- Class, Hailstorm-Class;Zero rifles have long, bulky barrels and tend to be very front- heavy. A heavy tank over the barrel stores the rifle’s coolant supply, contributing most of its bulk.;cr-zero-rifle;
AR;74;ar-absorptive-shell;PowArmor;Absorptive Shell;;"This powered armor consists of a thin frame around a central command unit (which fits around the torso for a typical wearer), covered in form-fitting plates filled with a rheopectic fluid that hardens when struck, dispersing force throughout the armor and absorbing crushing blows. Although an absorptive shell provides significant protection, the fluid-filled plates can’t support a weapon mount.
Unlike many forms of powered armor which are primarily used as military combat gear, absorptive shells are also often used as safety equipment for skilled rescue workers operating in extremely hazardous conditions, ranging from areas prone to rockfalls, starship crashes, and vehicles that still have explosives and industrial chemicals leaking from them, to actual war zones where rescue workers may come under fire.";ar-absorptive-shell;
AR;62;ar-fusion-accurate;WeaponFusion;ACCURATE;;The accurate fusion bestows exceptional balance and handling on a weapon. When you take a move action to aim a weapon with this fusion at a specific target, you gain a +1 bonus to your next attack roll with that weapon provided neither you nor your target has moved since you aimed. You also gain this bonus if you take a move action to aim for other purposes, such as aiming a weapon with the sniper special property. Only ranged weapons can benefit from this fusion.;ar-fusion-accurate;
AR;62;ar-fusion-advancing;WeaponFusion;ADVANCING;;When you defeat a foe, a weapon with the advancing fusion draws you further into the fray. The first time each round that you make a successful melee attack with an advancing weapon that drops a foe (by killing it or rendering it unconscious), you can take a guarded step as a reaction. This movement must move you closer to at least one foe.;ar-fusion-advancing;
AR;37;ar-agitator;Weapon;Agitator;;An agitator is a portable generator of microwave radiation that rapidly heats up targets to create internal bubbles of steam or makes targets burst into flames. The longer the weapon is focused, the more intense the agitation becomes, making it a favored by the defenders of bunkers, guard posts, and other emplacements. Ember agitators and blaze agitators rely on individual generators, taking the form of a bulky cylinder in the middle of the gun that hums ominously as the weapon fires, but miniaturization technology allows inferno agitators and solar flare agitators to include multiple smaller generators for increased effect.;ar-agitator;
AR;44;ar-anchor-pistol;Weapon;Anchor Pistol;;Blasts from this electromagnetic pistol create a magnetic field that hampers a foe’s movement. Barathus working on Liavara developed these weapons, as the magnetic fields ensnare a target without causing it to fall—a useful feature when confronting the operators of illicit harvesting endeavors on a gas giant. Many parts of an anchor pistol are grown from living organisms, resulting in a lightweight pistol that gleams like mother-of-pearl. Voltaic anchor pistols employ typical electromagnetism, while the emergent and inductive anchor pistols use higher symmetries to produce aperiodic force. The flux anchor pistol relies on quantum-phase factors to generate extraordinarily powerful blasts.;ar-anchor-pistol;
AR;41;ar-angel-wing;Weapon;Angel Wing;;"Though it appears as an extended sword hilt when still, the angel wing takes its name from the uncontained plasma that trails in an arc following the leading edge when the blade is swung. The weapon is favored by followers of Sarenrae, who take pride in mastering the sophisticated art of its use. Movanic angel wings have darker, almost shadowy blades; monadic angel wings have golden plasma trails; and the astral angel wing burns white hot.";ar-angel-wing;
AR;45;ar-arc-caster;Weapon;Arc Caster;;Flanked by large handles, an arc caster bristles with capacitors and antennae that release more energy than it can realistically control. While many shock weapons have a chance to arc to a second target on a hit, the arc caster is designed to achieve that feat on every shot, and particularly well-aimed strikes can sometimes arc twice. The storm and tempest models feature improvements that build upon the capabilities of static and aurora arc casters. Since there is little way to control which creatures are struck on the subsequent arcs, arc casters are generally used only by solo combatants or those with little regard for their allies’ well-being. More rarely, party members may take particular precautions against electricity damage, such as with a resistant armor spell or an electrostatic field armor upgrade, to protect themselves from an ally wielding an arc caster.;ar-arc-caster;
AR;55;ar-arrows;BattleWare;Arrows;;For those who want to deal greater damage with a bow but don’t want the noise and collateral damage of grenade arrows, conventional arrows are available with technological improvements to deal additional damage, including diamond-edge and molecular rift arrows. When used as ammunition for weapons other than the 1st-level bow (such as crossbolters), these arrows don’t increase damage, but diamond-edge arrows gain the wound critical hit effect and molecular rift arrows gain the severe wound critical hit effect. If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon’s normal critical hit effect or the effect granted by the arrow.;ar-arrows;
AR;43;ar-assassin-rifle;Weapon;Assassin Rifle;;When assembled, an assassin rifle looks similar to a typical sniper rifle. Its modular construction, however, allows it to be broken down into small component parts that can be hidden on the user’s person—or even smuggled in a ysoki’s cheek pouches—making the weapon difficult to detect or identify. Assassin rifles are available in stalker, shadow, phantom, spectre, and wraith models.;ar-assassin-rifle;
AR;41;ar-aurora-cannon;Weapon;Aurora Cannon;;The aurora cannon is a variant plasma cannon with holding chambers that overcharge the plasma generated within the weapon. The walls of these chambers are typically translucent, allowing a veiled view of the shifting plasma. The aurora cannon’s modified plasma blasts cause creatures it hits to glow with a surprisingly beautiful aura, making it difficult for them to hide. Aurora cannons are categorized according to the primary composition of these auroras, from the hydrogen aurora cannon to the electron and proton models.;ar-aurora-cannon;
AR;52;ar-battle-ribbon;Weapon;Battle Ribbon;;"The battleflowers of Ning have been using battle ribbons in ritualized combat for millennia, their use dating back to long before the Gap. The weapon is a 10-foot-long ribbon and about
3 inches wide with sharpened edges, and is employed in rippling and flowing motions around the user. Battle ribbons are difficult to use without training, so most who take up the battle ribbon seek apprenticeship with the famous battleflowers of Ning to learn the elaborate performance art—though acquiring such a mentor is difficult, as they take students only rarely. Battle ribbon varieties start with modern materials used in a traditional blade, then proceed to the innovations of the micro- edge and zero-edge battle ribbons.
";ar-battle-ribbon;
AR;62;ar-fusion-beneficent;WeaponFusion;BENEFICENT;;When you score a critical hit against a significant enemy with a weapon that has the beneficent fusion, you gain one charge of beneficence. As long as you are wielding the same weapon, you can expend a charge of beneficence to cast either remove affliction or lesser remove condition as a spell-like ability, using the weapon’s item level as your caster level. You cannot have more than one charge of beneficence at a time, and you lose all charges of beneficence if you take a 10 minute rest and spend a Resolve Point to regain your Stamina Points or if you take an 8-hour rest and regain your daily-use abilities and spells. If the weapon with the beneficent fusion has an item level of 14 or higher, you can instead use a charge of beneficence to cast remove condition. If the weapon has an item level of 19 or higher, you can instead use a charge of beneficence to cast greater remove condition. A weapon cannot have the beneficent weapon fusion if it also has the unholy or wounding weapon fusions.;ar-fusion-beneficent;
AR;37;ar-blaze-rifle;Weapon;Blaze Rifle;;A blaze rifle is a bulky, ungainly weapon, with a rifle stock and two tanks of petrol mounted atop the barrel. Compared to other petrol weapons, the blaze rifle fires a far narrower stream of petrol, which allows for greater accuracy. Fire-loving mercenaries often choose the blaze rifle to avoid charring their allies. Ifrit-, salamander-, hellhound-, firedrake-, and phoenix- class blaze rifles are common throughout the Pact Worlds.;ar-blaze-rifle;
AR;49;ar-blindmark-rifle;Weapon;Blindmark Rifle;;Blindmark rifles generate sonic frequencies through carefully aligned resonance in multiple magnetic cylinders positioned between the stock and the short muzzle of the weapon. When the rifle’s shot hits a target, that target retains the resonance as a faint or subsonic tone useful for creatures that have blindsense (sound or vibration) or blindsight (sound or vibration). Multiple targets struck by the same blindmark rifle emit identical tones that can be distinguished only by location. Blindmark rifles are manufactured in thunderstrike, LFD (low-frequency device), HFD (high-frequency device), and banshee models.;ar-blindmark-rifle;
AR;62;ar-fusion-bombarding;WeaponFusion;BOMBARDING;;"The bombarding fusion allows a weapon to duplicate the effect of a single grenade that is loaded into an extradimensional space within the weapon. Loading a grenade into a weapon with the bombarding fusion takes a full round, as does removing a previously loaded grenade. A grenade loaded into a weapon with the bombarding fusion cannot have an item level greater than the weapon’s item level. The grenade cannot be detonated, sundered, or otherwise affected while it is within this extradimensional space, and if the weapon is destroyed or gains the broken condition, the grenade is permanently destroyed.
Once per day, a weapon with the bombarding fusion can launch a mystic version of the loaded grenade. This acts as throwing the grenade, and uses the same proficiency and range increment as throwing a grenade, but does not require a free hand. As long as you are wielding a weapon with the bombarding fusion and it has not yet used this ability, you can launch the grenade as a ranged attack. Once this ability has been used, the loaded grenade can be removed from the extradimensional space, but a new grenade cannot be loaded into it until 24 hours have passed.";ar-fusion-bombarding;
AR;34;ar-bone-pistol;Weapon;Bone Pistol;;Usually crafted from bone and gristle, these pistols are prized by the Corpse Fleet and members of the Urgathoan church, but they have also been found in reaches of the galaxy untouched by Eoxian influence. The energy blasts from a bone pistol are a special blend of cold and negative energy that passes harmlessly over the nonliving. Bone pistols are commonly categorized as grave-class, crypt-class, sepulcher-class, and vault-class.;ar-bone-pistol;
AR;34;ar-bone-scepter;Weapon;Bone Scepter;;These narrow clubs are often constructed of numerous intertwined bones—as one might expect from a weapon designed by Eoxians—infused with a silvery absolute-zero alloy that instantly draws the heat out of living creatures on contact. Chill bone scepters and void bone scepters have fine threads of the rare alloy, while rigor bone scepters and cadaver bone scepters shimmer with it.;ar-bone-scepter;
AR;49;ar-boomer-rifle;Weapon;Boomer Rifle;;The long, rippled barrel of a boomer rifle focuses the sound of several shells ignited simultaneously into a wave of sonic energy. These weapons arose on Akiton as a wayward Veskarian battalion beset a series of scrappy outposts. When lighter rifles failed to pierce the advanced vesk armor, residents used sonic weapons to overwhelm their foes. Tremor and rumbler boomer rifles use low and damaging sonic frequencies. Concussive and shock wave versions also produce a jolt that can knock a target prone.;ar-boomer-rifle;
AR;75;ar-brawler-frame;PowArmor;Brawler Frame;;Designed for brutal gladiatorial matches against other fighters in powered armor, a brawler frame consists of nanotech shock absorbers sandwiched between rigid metal plates. The default frame comes with blunt piston-powered fists designed to deal bludgeoning damage, but customized models with heavy blades or picks (dealing slashing or piercing damage, respectively) are not uncommon. Many owners paint their brawler frames with garish colors to be more distinctive in the arena.;ar-brawler-frame;
AR;43;ar-breaching-gun;Weapon;Breaching Gun;;A breaching gun uses scattergun shells as ammunition against a single target at short range, dealing an impressive amount of damage and even tearing through doors and other objects. These weapons are most commonly seen in the hands of space pirates who need to blast through plastic interior doors, though expert users can use these weapons to break through airlock doors. Breaching guns also saw widespread use on Absalom Station in the aftermath of the Gap, as security forces desperately tried to maintain control over the station’s fractured and panicked population, which often required blasting through barricades and sealed interior airlocks. Utility, snub, impact, vortex, and grapeshot breaching guns are widely available on various worlds.;ar-breaching-gun;
AR;37;ar-burner;Weapon;Burner;;Indistinguishable from a flamethrower to the lay observer, a burner uses petrol as fuel to produce a strong jet of flame. However, the subtly narrower nozzle and recoil-suppressing gyros allow a burner to fire streams of petrol with more control and focus than its traditional cousin. Ifrit-, salamander-, hellhound-, firedrake-, and phoenix-class burners are all widely available.;ar-burner;
AR;37;ar-burning-chains;Weapon;Burning Chains;;Hellknights of the Order of the Chain favor these lengths of blackened, fiery chain, which often incorporate etchings of infernal runes or hellscapes into their complex designs. Burning chains aren’t known for their damage so much as their extreme flexibility in confounding an enemy—and, of course, for the visual imagery a burning chain provides when combined with the distinctive Hellknight armor. The order’s names for the various models have become the most commonly used, from fiend-class burning chains to malebranche- and archdevil-class burning chains.;ar-burning-chains;
AR;45;ar-cathode-cannon;Weapon;Cathode Cannon;;Cathode cannons were originally designed by members of the Android Abolitionist Front, and many varieties made by different races nonetheless are decorated with circuit designs reminiscent of the weapons’ android inventors. The tactical cathode cannon is a standard-issue weapon for members of the Front, while advanced, elite, paragon, and shockstorm cathode cannons are often used by mercenaries and assault forces with a variety of goals.;ar-cathode-cannon;
AR;41;ar-cavitation-pistol;Weapon;Cavitation Pistol;;"A series of prongs takes the place of this pistol’s barrel; firing the weapon causes a small sphere of energy to form at their center and launch forward at speed. If the wielder times the shot perfectly, the plasma sphere pulses just as it hits the target, dealing damage to nearby creatures, but most find the feat difficult to replicate consistently. A vapor cavitation pistol creates a very focused sphere, while the inertial cavitation pistol creates one that implodes on impact. Hydrodynamic and thermodynamic cavitation pistols use more complex reactions that carry significantly more destructive power.";ar-cavitation-pistol;
AR;75;ar-celerity-rigging-(hybrid);PowArmor;Celerity Rigging (hybrid);;Unlike most other suits of powered armor, which are cumbersome and slow, this armor was designed for magically amplified responsiveness and speed. The armor resembles a humanoid frame of narrow rods, providing you with superior visibility and maneuverability while worn. Instead of heavy plating to absorb blows, celerity rigging uses sophisticated planes of magical force to deflect attacks. Incorporeal creatures’ attacks target your KAC rather than your EAC when you are wearing this armor.;ar-celerity-rigging-(hybrid);
AR;62;ar-fusion-charge-disrupting;WeaponFusion;CHARGE DISRUPTING;;A weapon with the charge disrupting fusion disrupts power sources. When you score a critical hit using a weapon with the charge disrupting fusion, either the target or a single visible object carried by the target is subject to discharge, as the spell. The target creature (or its bearer, in the case of an object) can attempt a Fortitude save to negate the effect, as normal. If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon’s normal critical hit effect or the charge disrupting effect.;ar-fusion-charge-disrupting;
AR;45;ar-charge-emitter;Weapon;Charge Emitter;;This series of insulating reinforced-glass rings can be installed into armor upgrade slots and focuses an electrical charge into a targeted bolt. The sheer power necessary to project a bolt of electricity means that even an impulse charge emitter is a substantial weapon, and jolt charge emitters and surge charge emitters are significantly more powerful. Their relatively slim profile makes them popular for a number of users, from androids and others who benefit from a racial armor upgrade slot, to starship-repair crews in hostile space who want to keep their hands free for their work without leaving themselves totally undefended.;ar-charge-emitter;
AR;52;ar-chitinblade;Weapon;Chitinblade;;The serrated, sweeping blade of a chitinblade is based on technology recovered from encounters with the Swarm. The source material can come from a natural part of a creature’s body, but the final weapon is detached and wielded with two hands. A tactical chitinblade is modeled on an animal counterpart with little modification, but high-tech materials and manufacturing improve on nature in the microserrated, nanoserrated, and ultraserrated models.;ar-chitinblade;
AR;68;ar-clearweave;Armor;Clearweave;;"The formfitting fabric of clearweave light armor is completely transparent to better display the fashion choices beneath it. Discrete force field generators along each side resemble intricate tattoos as much as they resemble circuitry. Clearweave darkens automatically when exposed to harmful solar radiation or laser fire.
Clearweave II contains built-in microprojectors that allow the wearer to display glowing patterns, simple art, and even icons and logos through the armor’s fabric. These displays can be controlled via a personal comm unit or a more advanced computer. The glow emitted by the suit when displaying such patterns isn’t bright enough to provide useful illumination,
but it does reveal the wearer’s position in darkness or dim light.";ar-clearweave;
AR;52;ar-cluster-launcher;Weapon;Cluster Launcher;;The cluster launcher fires multiple grenades as a single shot, granting those grenades increased range and a larger blast radius. Each of the models—tactical, advanced, elite, and paragon—features an increase in range, capacity, and overall explosive power.;ar-cluster-launcher;
AR;43;ar-coil-rifle;Weapon;Coil Rifle;;A coil rifle is a long, slender firearm surrounded by a coil that generates carefully aligned magnetic fields that accelerate a single round with impressive power and accuracy. Precision coil rifles are the most affordable of these weapons, while specialist coil rifles have greater range and efficacy. Rangefinder, saboteur, and assassin coil rifles are especially deadly weapons that are appreciated by true connoisseurs, veteran mercenaries, and experienced firearm specialists.;ar-coil-rifle;
AR;45;ar-colossus-coil;Weapon;Colossus Coil;;Where massive creatures roam, those who fight against them for survival develop colossal weapons. Such is the case with the colossus coil, a weapon said to have been developed to hunt colossi on the planet Daimalko. It has since spread to many systems, including the Pact Worlds. This heavy firearm has a barrel sporting a series of toroidal high-voltage generators that collectively produce powerful arcs of electricity, and it can be overcharged to deliver even more destructive blasts. The electric blast sometimes overwhelms its target, branching off to hit another. The corona colossus coil produces a ring of electricity, while a brush colossus coil produces a more diffuse field. A streamer arc colossus coil produces a traditional arc of electricity, while the multistream colossus coil generates multiple such streams for a devastating blast.;ar-colossus-coil;
AR;75;ar-commander's-harness;PowArmor;Commander's Harness;;A reinforced version of the standard battle harness (Core Rulebook 204), this powered armor frame is most often used by squad leaders commanding units of heavily armored soldiers. Its larger size helps leaders of entire armored battalions maintain visibility and control during a confrontation.;ar-commander's-harness;
AR;40;ar-compliance-ray;Weapon;Compliance Ray;;"With a wider beam than typical lasers, the compliance ray is designed for crowd control and other nonmilitary uses. Although these rays are legal for civilians to own, most models are themed to fit in with the local constabulary’s armor; the Stewards’ blue-and-gold models are common throughout the Pact Worlds. Shots from these pistols cause intense discomfort, and a hit to the eyes can cause temporary blindness. Models begin with the flash designation and increase in intensity as follows: flare, strobe, starburst, and sunspot.";ar-compliance-ray;
AR;41;ar-conqueror;Weapon;Conqueror;;Conquerors are perhaps the largest and most difficult to handle of the plasma weapon category. A conquerer can deliver a single devastating blast of plasma, but the weapon is rather front-heavy and difficult to maneuver. Some vesk take up the weapon as a sign of their patron deity, Damoritosh, viewing it as the ranged spiritual equivalent of the doshko. In addition to the red star, yellow star, white star, and blue star models, the particularly powerful violet star conqueror has recently made its way onto the market.;ar-conqueror;
AR;62;ar-fusion-conserving;WeaponFusion;CONSERVING;;Weapons with the conserving fusion preserve their ammunition and charges after a miss. When you miss with a ranged attack roll, your charge or ammunition is not consumed, as though the weapon had never been fired. This fusion does not prevent your weapon from malfunctioning or breaking as a consequence of your attack. Only weapons that use arrows, batteries, darts, flares, grenade arrows, mini-rockets, rounds, or scattergun shells as ammunition can benefit from a conserving fusion.;ar-fusion-conserving;
AR;63;ar-fusion-continuous;WeaponFusion;CONTINUOUS;;The continuous fusion lets a weapon with the line special property sustain fire continuously by expending additional charges. When you make a line attack with a weapon with this fusion, you can expend additional ammunition or charges equal to the weapon’s usage value to sustain your attack until the start of your next turn. This has no additional effect on targets already within the line, but anything that moves across your weapon’s line is attacked using your original attack roll and damage. If you hit but fail to damage this new target, it blocks your line as normal. If an existing blockage is removed, your line extends out to its maximum range unless blocked anew, and it can damage creatures and objects that it failed to reach previously. You can’t damage a single target more than once in a round with the continuous fusion, even if it moves in and out of the path of your attack. If you move from where you initiated the attack for any reason, your line automatically ends. Only weapons that can make a line attack benefit from this fusion. You can use the continuous fusion with unwieldy weapons.;ar-fusion-continuous;
AR;40;ar-convergent-laser;Weapon;Convergent Laser;;"For those seeking efficient laser attacks in a reliable, relatively lightweight format, the convergent laser is an ideal weapon. The weapon’s smaller lasers synchronize and focus their output on a single target to deal more damage than any single beam could deal alone; however, the need to carefully aim and adjust the weapon makes it somewhat slower to fire than its single-beam counterparts. Typically, the different beams originate from the corners of a square or triangular barrel, angling in to join at a single point on the target. A single-wave convergent laser emits a single wavelength, with all its beams sharing a color. Multiwave convergent lasers produce different wavelengths for each beam, using computer assistance to continually adjust the output, while a wide-spectrum convergent laser increases the number of beams until their joining point on the target is a white so brilliant that it’s painful to look at.";ar-convergent-laser;
AR;34;ar-coolant-sprayer;Weapon;Coolant Sprayer;;Coolant sprayers were designed following the principles of a flamethrower, but with an eye more toward hindrance than sheer damage. Experts can easily identify a coolant sprayer by the bulky insulation surrounding the sprayer’s coolant reservoir. The weapon expels a cone of activated coolant that stiffens and freezes living tissue. While not harmless, the effect is somewhat less deadly than most energy weapons. Hiemal, algid, glacial, and isothermal coolant sprayers all function in similar ways, though their destructive potential varies from one model to another.;ar-coolant-sprayer;
AR;41;ar-core-hammer;Weapon;Core Hammer;;The hollow head of this two-handed hammer is filled with exceptionally dense plasma, which is released on contact with enemies, sometimes even spraying plasma on a well- placed strike. Core hammers constructed by the followers of Angradd tend to be functional works of dark metal, where vesk models are usually designed to display the plasma behind magnetic containment. Tactical core hammers and advanced core hammers contain a stable plasma core, while fusion core hammers and reactor core hammers employ devices that focus plasma to trigger momentary flares of nuclear fusion.;ar-core-hammer;
AR;63;ar-fusion-cruel;WeaponFusion;CRUEL;;The cruel fusion feeds on fear and despair. When you strike a target that is frightened, panicked, or shaken with a weapon with this fusion, the target is sickened for 1 round. When you make a successful attack that drops a foe (either by killing it or knocking it unconscious), you gain 5 temporary Hit Points that last for 10 minutes. Weapons with the nonlethal special property cannot benefit from the cruel fusion.;ar-fusion-cruel;
AR;34;ar-cryospike;Weapon;Cryospike;;Cryospikes began as fire-extinguishing equipment, but they have since been weaponized and now serve a variety of roles. The weapon discharges a spike of hyper-cooled fluid that can be configured to put out a small fire or deal a burst of cold damage to its target. Most cryospike users integrate the apparatus’s maze of polymer tubing and coolant reservoirs into their armor to keep it always close at hand. The personal cryospike is based on a model originally designed for use in powered armor prototypes (as such early designs are prone to fires caused by engineering faults). Residential cryospikes are typically employed by firefighting crews, while industrial cryospikes is most often kept on hand in massive starship- engineering bays.;ar-cryospike;
AR;43;ar-dart-cannon;Weapon;Dart Cannon;;When Akiton’s economy began to collapse in the wake of the thasteron bust, scrappy frontier townspeople were left to cobble together their necessities from whatever they had on hand and defend what resources they had from outside raiders. Dart cannons were created by these inventive souls, who reconfigured their depreciated mining equipment and less critical medical supplies into a weapon to stave off looters and thieves. These wide-barreled cannons fire a barrage of magnetically accelerated darts that contain barbed cores rather than toxins or medicinals. While this prevents the darts from being used to inject substances, the barbs can lodge in a target’s body, dealing lasting damage. Dart cannons tend to see use in environments with some level of gravity, as no one wants to deal with the aftermath of a dart cannon’s discharge in a zero-g environment. This weapon is available in light, tactical, heavy, advanced, elite, and paragon models.;ar-dart-cannon;
AR;40;ar-dazzler;Weapon;Dazzler;;Dazzlers are a form of crowd control used primarily for civil peacekeeping. While the weapons use lasers to damage and sometimes blind targets, the beams are carefully calibrated to avoid inflicting lethal injury. Built on similar principles to the smaller compliance ray, dazzlers also tend to bear the colors of local law-enforcement groups. However, the similarities end there, as the dazzler is a bulky device usually carried with the help of a shoulder strap, with its business end covered by dozens of glassy bulbs surrounded by a conical shield. Downplaying this somewhat disturbing appearance, dazzler manufacturer ATech holds up the weapons as an important tool for safe peacekeeping and spreads the weapons wherever AbadarCorp is found. Dazzlers come in flash, strobe, and sunspot models.;ar-dazzler;
